,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM
474,6.0,data6,Physiological risk factors,E06000036,Bracknell Forest,109.1444,111.6739,106.8321,105.2074,108.7624,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
488,6.0,data6,Physiological risk factors,E06000037,West Berkshire,107.5915,111.6134,107.3262,111.1111,110.6335,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
502,6.0,data6,Physiological risk factors,E06000038,Reading,100.4025,99.13087,99.56418,101.1037,100.1829,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
516,6.0,data6,Physiological risk factors,E06000039,Slough,97.43436,93.02962,93.64496,90.9263,90.43313,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
530,6.0,data6,Physiological risk factors,E06000040,Windsor and Maidenhead,111.5289,112.015,108.7012,107.4055,112.4904,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
544,6.0,data6,Physiological risk factors,E06000041,Wokingham,115.7098,114.118,112.3392,116.471,112.45,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
558,6.0,data6,Physiological risk factors,E06000042,Milton Keynes,97.69463,97.84001,95.69391,94.97531,96.13608,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
572,6.0,data6,Physiological risk factors,E06000043,Brighton and Hove,111.2486,110.5337,113.1448,115.2876,112.2126,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
586,6.0,data6,Physiological risk factors,E06000044,Portsmouth,98.07334,97.52316,95.27848,95.59198,93.96744,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
600,6.0,data6,Physiological risk factors,E06000045,Southampton,99.27041,97.01278,97.08718,95.47983,97.32325,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
614,6.0,data6,Physiological risk factors,E06000046,Isle of Wight,96.70595,100.0488,100.2219,99.71038,99.81888,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
628,6.0,data6,Physiological risk factors,E06000047,County Durham,91.47993,89.79396,89.31544,90.7308,90.61518,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
642,6.0,data6,Physiological risk factors,E06000049,Cheshire East,106.0521,104.7904,104.2783,100.8312,99.8691,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
656,6.0,data6,Physiological risk factors,E06000050,Cheshire West and Chester,100.04,101.4516,101.6718,101.988,96.87162,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
670,6.0,data6,Physiological risk factors,E06000051,Shropshire,103.0964,103.6208,97.65145,97.81955,98.58144,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
684,6.0,data6,Physiological risk factors,E06000052,Cornwall,98.11559,95.32453,94.65052,98.30851,97.39783,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
698,6.0,data6,Physiological risk factors,E06000054,Wiltshire,102.7429,101.7814,103.1549,104.6899,105.3356,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
712,6.0,data6,Physiological risk factors,E06000055,Bedford,102.1027,101.9269,101.7914,100.3859,98.27028,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
726,6.0,data6,Physiological risk factors,E06000056,Central Bedfordshire,107.2041,105.7607,101.9429,104.4363,102.2419,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
740,6.0,data6,Physiological risk factors,E06000057,Northumberland,99.54779,99.22392,94.27742,96.34401,100.9511,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
754,6.0,data6,Physiological risk factors,E06000058,"Bournemouth, Christchurch and Poole",97.41639,101.2271,99.46446,101.6636,101.5084,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
768,6.0,data6,Physiological risk factors,E06000059,Dorset,102.046,102.9367,102.9119,101.7286,101.8907,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
782,6.0,data6,Physiological risk factors,E06000060,Buckinghamshire,105.5999,104.0186,106.5725,106.8934,104.101,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
796,6.0,data6,Physiological risk factors,E06000061,North Northamptonshire,103.1304,101.239,98.57788,101.5832,101.0735,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
810,6.0,data6,Physiological risk factors,E06000062,West Northamptonshire,103.8574,102.4343,101.5295,103.1469,104.354,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
824,6.0,data6,Physiological risk factors,E07000008,Cambridge,115.4567,117.2833,113.9285,114.4991,111.0216,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
838,6.0,data6,Physiological risk factors,E07000009,East Cambridgeshire,109.8429,107.8093,113.161,112.4536,114.5004,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
852,6.0,data6,Physiological risk factors,E07000010,Fenland,100.2891,96.15632,99.75924,99.25751,95.20319,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
866,6.0,data6,Physiological risk factors,E07000011,Huntingdonshire,107.1416,105.3543,103.2228,102.7977,102.3888,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
880,6.0,data6,Physiological risk factors,E07000012,South Cambridgeshire,115.9001,112.0191,115.2948,111.9741,115.8032,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
894,6.0,data6,Physiological risk factors,E07000026,Allerdale,98.99993,98.33385,95.81279,93.33977,95.28123,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
908,6.0,data6,Physiological risk factors,E07000027,Barrow-in-Furness,92.06684,89.8107,87.91313,93.83821,97.97917,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
922,6.0,data6,Physiological risk factors,E07000028,Carlisle,95.77468,96.79655,94.71714,98.39813,99.88703,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
936,6.0,data6,Physiological risk factors,E07000029,Copeland,92.78786,90.61853,91.00308,92.76926,94.53799,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
950,6.0,data6,Physiological risk factors,E07000030,Eden,101.7909,108.7206,106.215,97.85651,112.9086,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
964,6.0,data6,Physiological risk factors,E07000031,South Lakeland,109.1817,106.0819,103.3849,108.885,113.2167,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
978,6.0,data6,Physiological risk factors,E07000032,Amber Valley,109.0229,102.2515,101.19,106.3051,101.3046,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
992,6.0,data6,Physiological risk factors,E07000033,Bolsover,98.63431,97.20001,95.93843,94.00433,93.28004,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1006,6.0,data6,Physiological risk factors,E07000034,Chesterfield,98.09212,100.6459,98.92557,91.70265,95.36929,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1020,6.0,data6,Physiological risk factors,E07000035,Derbyshire Dales,108.0314,110.2259,116.6364,109.211,112.5861,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1034,6.0,data6,Physiological risk factors,E07000036,Erewash,102.5154,99.43363,100.7827,99.84703,98.3626,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1048,6.0,data6,Physiological risk factors,E07000037,High Peak,104.2113,104.1397,106.3584,104.425,109.3871,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1062,6.0,data6,Physiological risk factors,E07000038,North East Derbyshire,102.8003,104.559,101.0719,100.2641,99.5658,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1076,6.0,data6,Physiological risk factors,E07000039,South Derbyshire,102.4173,101.5851,93.71162,100.0345,99.052,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1090,6.0,data6,Physiological risk factors,E07000040,East Devon,110.2537,105.1175,104.5405,112.2119,109.6182,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1104,6.0,data6,Physiological risk factors,E07000041,Exeter,103.3973,107.1867,104.9514,108.3603,103.525,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1118,6.0,data6,Physiological risk factors,E07000042,Mid Devon,99.94008,110.3268,100.7294,105.7496,111.0445,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1132,6.0,data6,Physiological risk factors,E07000043,North Devon,106.6358,106.3802,105.5067,108.0818,107.5417,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1146,6.0,data6,Physiological risk factors,E07000044,South Hams,111.3486,110.7092,113.9847,110.1238,115.4009,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1160,6.0,data6,Physiological risk factors,E07000045,Teignbridge,101.7306,101.3708,107.9996,102.2535,108.9624,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1174,6.0,data6,Physiological risk factors,E07000046,Torridge,103.7196,107.1449,105.6719,101.4346,101.6128,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1188,6.0,data6,Physiological risk factors,E07000047,West Devon,104.2962,104.6245,105.2674,106.353,112.8896,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1202,6.0,data6,Physiological risk factors,E07000061,Eastbourne,102.967,103.7202,102.3171,99.97883,97.4907,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1216,6.0,data6,Physiological risk factors,E07000062,Hastings,101.7314,99.53146,96.15994,100.1434,98.77503,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1230,6.0,data6,Physiological risk factors,E07000063,Lewes,113.5087,106.7224,110.5831,101.6156,109.8973,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1244,6.0,data6,Physiological risk factors,E07000064,Rother,103.7722,104.0221,100.993,111.0971,102.4306,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1258,6.0,data6,Physiological risk factors,E07000065,Wealden,112.5341,107.9897,106.126,104.7713,109.8125,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1272,6.0,data6,Physiological risk factors,E07000066,Basildon,100.9295,97.1659,100.5235,98.48124,100.6528,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1286,6.0,data6,Physiological risk factors,E07000067,Braintree,105.1068,103.7287,104.563,100.7206,96.60656,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1300,6.0,data6,Physiological risk factors,E07000068,Brentwood,113.9392,112.2935,108.0343,112.8373,114.3654,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1314,6.0,data6,Physiological risk factors,E07000069,Castle Point,99.78103,99.25784,101.0125,103.1439,103.5429,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1328,6.0,data6,Physiological risk factors,E07000070,Chelmsford,107.7789,108.1122,102.7921,107.9238,103.1177,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1342,6.0,data6,Physiological risk factors,E07000071,Colchester,106.8382,106.6701,103.9644,103.7006,104.6654,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1356,6.0,data6,Physiological risk factors,E07000072,Epping Forest,108.2825,104.5679,107.8158,109.5956,106.9396,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1370,6.0,data6,Physiological risk factors,E07000073,Harlow,99.78277,97.14398,98.28203,96.02143,93.99498,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1384,6.0,data6,Physiological risk factors,E07000074,Maldon,107.1778,107.6015,102.1084,100.9269,101.2584,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1398,6.0,data6,Physiological risk factors,E07000075,Rochford,109.5821,112.9379,109.1566,109.7465,111.6337,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1412,6.0,data6,Physiological risk factors,E07000076,Tendring,99.03738,101.2082,97.26618,94.46628,92.63114,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1426,6.0,data6,Physiological risk factors,E07000077,Uttlesford,110.151,110.3743,116.3255,115.7612,116.5726,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1440,6.0,data6,Physiological risk factors,E07000078,Cheltenham,111.6583,109.8739,104.8485,112.172,108.8029,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1454,6.0,data6,Physiological risk factors,E07000079,Cotswold,107.8852,113.1768,110.6232,108.5556,108.8162,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1468,6.0,data6,Physiological risk factors,E07000080,Forest of Dean,99.30377,100.8726,102.2063,101.2521,104.2354,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1482,6.0,data6,Physiological risk factors,E07000081,Gloucester,96.83795,95.38651,94.24602,96.43306,94.01702,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1496,6.0,data6,Physiological risk factors,E07000082,Stroud,105.0978,109.8033,105.8983,107.332,106.7615,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1510,6.0,data6,Physiological risk factors,E07000083,Tewkesbury,105.6602,100.964,108.4322,100.3742,104.6179,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1524,6.0,data6,Physiological risk factors,E07000084,Basingstoke and Deane,106.8239,101.2377,103.658,100.9223,105.8961,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1538,6.0,data6,Physiological risk factors,E07000085,East Hampshire,110.7564,110.5933,105.7099,105.1451,109.6199,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1552,6.0,data6,Physiological risk factors,E07000086,Eastleigh,107.1959,101.7497,105.9608,108.3742,111.7889,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1566,6.0,data6,Physiological risk factors,E07000087,Fareham,105.327,105.4307,107.5455,107.5007,106.2128,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1580,6.0,data6,Physiological risk factors,E07000088,Gosport,99.84263,100.7058,95.49637,97.9904,97.09747,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1594,6.0,data6,Physiological risk factors,E07000089,Hart,115.8994,113.6747,111.9296,116.683,113.7432,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1608,6.0,data6,Physiological risk factors,E07000090,Havant,99.06725,102.7879,99.43887,98.48513,93.29601,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1622,6.0,data6,Physiological risk factors,E07000091,New Forest,102.5673,100.7494,103.696,99.85723,103.6216,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1636,6.0,data6,Physiological risk factors,E07000092,Rushmoor,103.4501,103.8189,96.10475,98.9814,96.80537,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1650,6.0,data6,Physiological risk factors,E07000093,Test Valley,109.5161,106.1302,108.0666,105.766,105.1387,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1664,6.0,data6,Physiological risk factors,E07000094,Winchester,113.4918,113.8836,114.4163,110.4271,112.3921,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1678,6.0,data6,Physiological risk factors,E07000095,Broxbourne,101.8327,99.87286,100.4072,99.54982,101.285,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1692,6.0,data6,Physiological risk factors,E07000096,Dacorum,110.0744,107.5444,105.6786,103.5991,106.6311,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1706,6.0,data6,Physiological risk factors,E07000098,Hertsmere,103.8531,106.5989,102.5516,107.2911,106.1287,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1720,6.0,data6,Physiological risk factors,E07000099,North Hertfordshire,108.7273,108.3068,107.2114,109.2663,114.7638,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1734,6.0,data6,Physiological risk factors,E07000102,Three Rivers,110.1907,110.6412,108.6169,111.6539,108.3555,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1748,6.0,data6,Physiological risk factors,E07000103,Watford,107.5276,101.7691,104.8491,102.093,105.0948,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1762,6.0,data6,Physiological risk factors,E07000105,Ashford,99.49064,97.94499,100.9859,106.2954,103.4798,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1776,6.0,data6,Physiological risk factors,E07000106,Canterbury,106.4453,113.5941,108.212,106.3407,105.7234,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1790,6.0,data6,Physiological risk factors,E07000107,Dartford,100.2474,94.42803,96.07692,96.51362,91.57157,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1804,6.0,data6,Physiological risk factors,E07000108,Dover,100.6056,94.27832,96.9505,94.68771,93.07925,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1818,6.0,data6,Physiological risk factors,E07000109,Gravesham,95.84534,96.38942,91.9165,98.12046,94.38322,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1832,6.0,data6,Physiological risk factors,E07000110,Maidstone,106.7221,105.3914,99.71764,104.7333,102.5125,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1846,6.0,data6,Physiological risk factors,E07000111,Sevenoaks,112.8666,113.7093,106.4502,111.9733,107.9036,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1860,6.0,data6,Physiological risk factors,E07000112,Folkestone and Hythe,95.47566,96.953,97.00357,98.80683,94.74335,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1874,6.0,data6,Physiological risk factors,E07000113,Swale,99.59159,101.0837,97.71125,100.4935,93.89499,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1888,6.0,data6,Physiological risk factors,E07000114,Thanet,94.08033,97.08872,91.17471,93.25339,91.97119,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1902,6.0,data6,Physiological risk factors,E07000115,Tonbridge and Malling,108.8687,109.573,104.6068,111.8236,108.9176,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1916,6.0,data6,Physiological risk factors,E07000116,Tunbridge Wells,107.4107,104.8141,109.7875,111.6099,110.6488,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1930,6.0,data6,Physiological risk factors,E07000117,Burnley,92.04873,89.15789,93.61612,94.13403,89.88092,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1944,6.0,data6,Physiological risk factors,E07000118,Chorley,103.3067,104.5879,100.6067,104.4609,102.3463,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1958,6.0,data6,Physiological risk factors,E07000119,Fylde,106.7375,110.4067,108.4244,106.4397,104.8272,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1972,6.0,data6,Physiological risk factors,E07000120,Hyndburn,99.08163,96.54622,88.09313,94.24569,86.41316,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1986,6.0,data6,Physiological risk factors,E07000121,Lancaster,99.9876,98.51128,96.63548,102.4865,96.33958,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2000,6.0,data6,Physiological risk factors,E07000122,Pendle,99.73283,98.30896,98.22932,98.27064,94.41281,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2014,6.0,data6,Physiological risk factors,E07000123,Preston,103.498,101.0759,101.8431,98.70213,96.94581,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2028,6.0,data6,Physiological risk factors,E07000124,Ribble Valley,101.751,113.8721,112.1844,110.4331,113.9271,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2042,6.0,data6,Physiological risk factors,E07000125,Rossendale,99.34309,100.1599,97.98235,98.84224,97.89654,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2056,6.0,data6,Physiological risk factors,E07000126,South Ribble,100.9676,100.5497,102.4014,103.0176,100.2332,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2070,6.0,data6,Physiological risk factors,E07000127,West Lancashire,93.68006,98.55237,97.5899,97.00272,98.10955,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2084,6.0,data6,Physiological risk factors,E07000128,Wyre,103.1349,102.1403,102.6004,100.2135,99.69667,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2098,6.0,data6,Physiological risk factors,E07000129,Blaby,109.264,106.0817,110.6102,104.3855,110.6142,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2112,6.0,data6,Physiological risk factors,E07000130,Charnwood,103.7719,105.5408,99.00896,103.6249,96.53304,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2126,6.0,data6,Physiological risk factors,E07000131,Harborough,114.7278,111.1297,109.834,111.518,110.628,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2140,6.0,data6,Physiological risk factors,E07000132,Hinckley and Bosworth,105.7456,102.1728,106.5405,107.1206,108.1309,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2154,6.0,data6,Physiological risk factors,E07000133,Melton,108.4972,99.48149,106.4099,106.2714,107.7608,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2168,6.0,data6,Physiological risk factors,E07000134,North West Leicestershire,104.4496,102.7793,106.2402,102.0924,105.6091,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2182,6.0,data6,Physiological risk factors,E07000135,Oadby and Wigston,99.44213,101.291,105.6362,106.6146,111.2065,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2196,6.0,data6,Physiological risk factors,E07000136,Boston,92.78882,98.568,93.10535,97.48078,92.48284,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2210,6.0,data6,Physiological risk factors,E07000137,East Lindsey,93.73861,95.55348,95.94692,96.02719,97.73592,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
