,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM
290,3.0,data3,Personal well-being,E06000021,Stoke-on-Trent,92.55257,100.4765,97.33289,94.86569,99.73384,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
304,3.0,data3,Personal well-being,E06000022,Bath and North East Somerset,101.3982,100.0486,97.67276,104.0963,92.54081,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
318,3.0,data3,Personal well-being,E06000023,"Bristol, City of",88.08682,92.05557,89.92844,89.15601,90.01157,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
332,3.0,data3,Personal well-being,E06000024,North Somerset,100.3187,100.962,98.07663,110.2125,103.9934,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
346,3.0,data3,Personal well-being,E06000025,South Gloucestershire,104.9142,99.12431,104.8361,103.1906,100.3802,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
360,3.0,data3,Personal well-being,E06000026,Plymouth,101.1279,102.7268,104.9362,98.92582,100.0797,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
374,3.0,data3,Personal well-being,E06000027,Torbay,104.4487,105.4233,98.79392,105.8385,102.7804,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
388,3.0,data3,Personal well-being,E06000030,Swindon,99.59466,99.93974,103.2798,101.8037,101.9911,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
402,3.0,data3,Personal well-being,E06000031,Peterborough,97.96599,99.54766,99.14605,102.0285,99.37526,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
416,3.0,data3,Personal well-being,E06000032,Luton,99.08557,100.8626,102.8485,107.0297,107.1356,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
430,3.0,data3,Personal well-being,E06000033,Southend-on-Sea,100.6718,98.24422,101.4956,102.1835,103.2618,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
444,3.0,data3,Personal well-being,E06000034,Thurrock,98.62746,101.101,99.09113,95.86021,96.88603,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
458,3.0,data3,Personal well-being,E06000035,Medway,93.73197,94.77366,98.49737,95.28702,101.5213,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
472,3.0,data3,Personal well-being,E06000036,Bracknell Forest,100.9001,104.484,104.8028,107.0974,97.21939,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
486,3.0,data3,Personal well-being,E06000037,West Berkshire,108.0834,107.6184,107.9007,112.7214,103.2596,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
500,3.0,data3,Personal well-being,E06000038,Reading,99.37656,99.42184,101.6833,98.49655,104.7213,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
514,3.0,data3,Personal well-being,E06000039,Slough,88.24761,98.87851,94.35218,93.68048,92.31997,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
528,3.0,data3,Personal well-being,E06000040,Windsor and Maidenhead,107.221,104.3553,102.0812,106.1114,106.2825,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
542,3.0,data3,Personal well-being,E06000041,Wokingham,103.0225,109.4692,114.7579,115.2804,106.8029,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
556,3.0,data3,Personal well-being,E06000042,Milton Keynes,96.65891,105.4266,104.5224,101.6225,93.9774,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
570,3.0,data3,Personal well-being,E06000043,Brighton and Hove,87.10055,93.3068,91.81291,89.80292,91.43597,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
584,3.0,data3,Personal well-being,E06000044,Portsmouth,107.0285,104.8574,101.921,101.9453,101.133,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
598,3.0,data3,Personal well-being,E06000045,Southampton,98.95227,96.26136,99.3776,96.82071,92.30903,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
612,3.0,data3,Personal well-being,E06000046,Isle of Wight,105.1144,107.6278,108.2676,109.6655,98.73505,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
626,3.0,data3,Personal well-being,E06000047,County Durham,94.85115,103.0818,107.1257,107.9589,95.47968,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
640,3.0,data3,Personal well-being,E06000049,Cheshire East,112.2382,97.70859,109.9831,109.7368,97.74434,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
654,3.0,data3,Personal well-being,E06000050,Cheshire West and Chester,98.52717,109.3948,112.2223,103.5101,99.25902,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
668,3.0,data3,Personal well-being,E06000051,Shropshire,106.8127,107.7799,104.1412,105.793,111.8816,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands
682,3.0,data3,Personal well-being,E06000052,Cornwall,107.8882,107.9323,113.3036,106.9421,104.8488,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
696,3.0,data3,Personal well-being,E06000054,Wiltshire,107.6386,107.5815,105.1068,108.1765,102.8011,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
710,3.0,data3,Personal well-being,E06000055,Bedford,95.75018,101.9474,109.6936,106.0134,102.3083,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
724,3.0,data3,Personal well-being,E06000056,Central Bedfordshire,103.3282,109.7489,101.0444,112.0438,107.9883,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
738,3.0,data3,Personal well-being,E06000057,Northumberland,103.5667,95.35525,98.94114,100.7702,97.40405,,,,,,,,,,,,,,,,,,,,,,E12000001,North East
752,3.0,data3,Personal well-being,E06000058,"Bournemouth, Christchurch and Poole",105.1329,104.4804,105.5355,106.8858,103.6485,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
766,3.0,data3,Personal well-being,E06000059,Dorset,105.1329,104.4804,105.5355,106.8858,103.6485,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
780,3.0,data3,Personal well-being,E06000060,Buckinghamshire,103.7604,104.9028,104.3957,107.2308,102.0938,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
794,3.0,data3,Personal well-being,E06000061,North Northamptonshire,95.48324,104.2835,110.2169,104.353,103.5514,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
808,3.0,data3,Personal well-being,E06000062,West Northamptonshire,107.2868,101.0108,99.14898,100.9368,109.2605,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
822,3.0,data3,Personal well-being,E07000008,Cambridge,81.94659,88.32418,94.62241,109.4639,86.66323,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
836,3.0,data3,Personal well-being,E07000009,East Cambridgeshire,104.2121,97.68019,94.5416,99.66634,96.145,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
850,3.0,data3,Personal well-being,E07000010,Fenland,92.19056,112.8264,84.94479,100.9643,104.2413,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
864,3.0,data3,Personal well-being,E07000011,Huntingdonshire,98.0333,112.818,100.5059,110.001,95.33034,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
878,3.0,data3,Personal well-being,E07000012,South Cambridgeshire,106.0675,93.24501,106.1217,109.3947,93.73764,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
892,3.0,data3,Personal well-being,E07000026,Allerdale,109.263,106.7736,107.0152,113.1678,105.994,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
906,3.0,data3,Personal well-being,E07000027,Barrow-in-Furness,98.84541,107.9473,97.22188,92.06065,83.15945,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
920,3.0,data3,Personal well-being,E07000028,Carlisle,99.45018,105.1885,89.50211,113.7196,96.92662,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
934,3.0,data3,Personal well-being,E07000029,Copeland,95.72512,114.7082,128.0415,105.9928,113.8287,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
948,3.0,data3,Personal well-being,E07000030,Eden,120.0051,111.7819,123.0094,112.8306,105.9786,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
962,3.0,data3,Personal well-being,E07000031,South Lakeland,110.4327,114.9003,98.70759,102.0746,111.6116,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
976,3.0,data3,Personal well-being,E07000032,Amber Valley,123.7475,107.6483,100.3958,108.45,108.6331,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
990,3.0,data3,Personal well-being,E07000033,Bolsover,97.76334,101.8025,135.438,119.3543,103.2475,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1004,3.0,data3,Personal well-being,E07000034,Chesterfield,111.313,94.88047,104.3332,105.8309,97.68975,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1018,3.0,data3,Personal well-being,E07000035,Derbyshire Dales,121.5835,97.10981,98.91054,101.9309,88.08045,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1032,3.0,data3,Personal well-being,E07000036,Erewash,113.5136,117.5217,109.2417,108.4086,108.3339,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1046,3.0,data3,Personal well-being,E07000037,High Peak,111.4124,101.7026,94.92755,106.0611,117.3757,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1060,3.0,data3,Personal well-being,E07000038,North East Derbyshire,96.07688,110.1503,109.8219,113.0117,123.8903,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1074,3.0,data3,Personal well-being,E07000039,South Derbyshire,103.1439,105.2749,113.2344,123.9496,104.5259,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
1088,3.0,data3,Personal well-being,E07000040,East Devon,115.9391,117.6483,111.9565,121.7529,108.4547,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1102,3.0,data3,Personal well-being,E07000041,Exeter,104.7298,92.50006,105.3708,93.2741,120.6121,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1116,3.0,data3,Personal well-being,E07000042,Mid Devon,114.6204,107.8479,113.5438,110.9072,95.33732,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1130,3.0,data3,Personal well-being,E07000043,North Devon,116.2477,123.0251,121.103,122.5537,108.592,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1144,3.0,data3,Personal well-being,E07000044,South Hams,123.5265,104.2839,108.4505,106.3694,125.8124,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1158,3.0,data3,Personal well-being,E07000045,Teignbridge,109.2787,113.1577,102.7411,98.78234,108.5328,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1172,3.0,data3,Personal well-being,E07000046,Torridge,112.01,98.57213,107.793,113.2443,93.72087,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1186,3.0,data3,Personal well-being,E07000047,West Devon,105.2944,111.0197,103.3699,134.6299,129.8603,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1200,3.0,data3,Personal well-being,E07000061,Eastbourne,102.3548,98.77129,99.5373,87.08715,88.14089,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1214,3.0,data3,Personal well-being,E07000062,Hastings,94.19074,92.99981,94.27513,92.77801,105.0113,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1228,3.0,data3,Personal well-being,E07000063,Lewes,98.47625,102.4972,91.28317,102.4149,99.78003,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1242,3.0,data3,Personal well-being,E07000064,Rother,116.3475,108.0949,112.9641,108.5558,106.6997,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1256,3.0,data3,Personal well-being,E07000065,Wealden,102.9405,104.2946,106.6943,110.576,103.168,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1270,3.0,data3,Personal well-being,E07000066,Basildon,100.9505,102.132,92.24711,94.84695,99.59006,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1284,3.0,data3,Personal well-being,E07000067,Braintree,113.7868,101.3507,105.7562,100.412,99.10552,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1298,3.0,data3,Personal well-being,E07000068,Brentwood,95.1388,96.36245,109.4171,121.1719,102.8762,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1312,3.0,data3,Personal well-being,E07000069,Castle Point,117.2265,109.0543,111.1966,101.0005,101.4009,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1326,3.0,data3,Personal well-being,E07000070,Chelmsford,107.6777,116.7125,91.17608,105.2593,111.2655,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1340,3.0,data3,Personal well-being,E07000071,Colchester,104.2686,102.4581,97.15842,92.9481,91.24275,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1354,3.0,data3,Personal well-being,E07000072,Epping Forest,105.39,118.2661,96.64859,108.6771,110.3186,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1368,3.0,data3,Personal well-being,E07000073,Harlow,102.4261,89.42852,101.4178,109.9914,91.27889,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1382,3.0,data3,Personal well-being,E07000074,Maldon,102.6901,112.2864,98.10029,110.6099,98.57138,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1396,3.0,data3,Personal well-being,E07000075,Rochford,112.382,90.4042,125.0929,111.6143,113.4719,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1410,3.0,data3,Personal well-being,E07000076,Tendring,88.09561,93.28528,99.48928,99.94348,92.26274,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1424,3.0,data3,Personal well-being,E07000077,Uttlesford,100.4353,117.4376,115.6673,109.3752,109.3658,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1438,3.0,data3,Personal well-being,E07000078,Cheltenham,102.2693,83.08525,101.0833,92.74795,94.23453,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1452,3.0,data3,Personal well-being,E07000079,Cotswold,101.6438,110.9333,113.5926,111.9105,108.6204,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1466,3.0,data3,Personal well-being,E07000080,Forest of Dean,101.3527,90.22942,102.0829,126.3613,104.6173,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1480,3.0,data3,Personal well-being,E07000081,Gloucester,101.2344,99.31463,97.77585,105.7256,96.24317,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1494,3.0,data3,Personal well-being,E07000082,Stroud,96.67619,110.2783,100.3711,107.3516,115.169,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1508,3.0,data3,Personal well-being,E07000083,Tewkesbury,95.42032,112.6375,106.3922,109.616,109.2692,,,,,,,,,,,,,,,,,,,,,,E12000009,South West
1522,3.0,data3,Personal well-being,E07000084,Basingstoke and Deane,110.0808,113.9928,122.9821,111.1975,97.33259,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1536,3.0,data3,Personal well-being,E07000085,East Hampshire,102.9584,105.9856,105.8689,111.8313,107.4285,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1550,3.0,data3,Personal well-being,E07000086,Eastleigh,100.9052,101.6712,109.3913,95.91528,93.34837,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1564,3.0,data3,Personal well-being,E07000087,Fareham,105.3222,114.2413,123.6037,131.076,97.75168,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1578,3.0,data3,Personal well-being,E07000088,Gosport,111.3227,108.5167,102.7752,104.7791,87.7062,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1592,3.0,data3,Personal well-being,E07000089,Hart,106.6334,123.9721,101.1875,121.7638,100.0702,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1606,3.0,data3,Personal well-being,E07000090,Havant,110.5871,112.4722,107.4542,123.2029,119.0128,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1620,3.0,data3,Personal well-being,E07000091,New Forest,104.7782,109.0414,111.8279,114.1059,104.5971,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1634,3.0,data3,Personal well-being,E07000092,Rushmoor,85.97432,107.5194,143.2768,118.2207,105.5675,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1648,3.0,data3,Personal well-being,E07000093,Test Valley,106.2302,114.629,95.96742,108.3879,100.8647,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1662,3.0,data3,Personal well-being,E07000094,Winchester,123.8028,115.7296,107.5597,117.915,86.9066,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1676,3.0,data3,Personal well-being,E07000095,Broxbourne,106.7153,90.98299,106.2108,109.2665,109.0842,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1690,3.0,data3,Personal well-being,E07000096,Dacorum,104.4068,106.1539,111.6423,101.8317,99.26115,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1704,3.0,data3,Personal well-being,E07000098,Hertsmere,102.9295,83.46937,110.8635,93.45332,102.076,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1718,3.0,data3,Personal well-being,E07000099,North Hertfordshire,105.1988,112.0242,103.3914,92.81574,104.7741,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1732,3.0,data3,Personal well-being,E07000102,Three Rivers,107.5514,117.0055,113.0991,120.8118,111.2625,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1746,3.0,data3,Personal well-being,E07000103,Watford,113.4895,106.2176,112.7088,108.0424,103.6083,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England
1760,3.0,data3,Personal well-being,E07000105,Ashford,103.4047,113.0501,96.70523,111.5622,103.3892,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1774,3.0,data3,Personal well-being,E07000106,Canterbury,105.6373,105.4057,98.38306,94.8313,101.3633,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1788,3.0,data3,Personal well-being,E07000107,Dartford,95.5984,96.05067,103.6212,114.5231,104.4806,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1802,3.0,data3,Personal well-being,E07000108,Dover,90.50191,105.2335,104.3177,106.3146,100.5403,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1816,3.0,data3,Personal well-being,E07000109,Gravesham,88.41317,104.1405,108.4634,101.0077,98.10089,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1830,3.0,data3,Personal well-being,E07000110,Maidstone,103.9066,99.41443,103.64,100.646,104.9813,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1844,3.0,data3,Personal well-being,E07000111,Sevenoaks,117.4296,107.4569,97.71797,103.2438,103.8943,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1858,3.0,data3,Personal well-being,E07000112,Folkestone and Hythe,99.46193,106.2496,92.39134,117.1409,103.3581,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1872,3.0,data3,Personal well-being,E07000113,Swale,98.24041,102.0808,105.6884,98.32357,98.9742,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1886,3.0,data3,Personal well-being,E07000114,Thanet,97.46492,106.3492,105.0468,88.02317,75.66498,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1900,3.0,data3,Personal well-being,E07000115,Tonbridge and Malling,114.7229,112.1662,113.5292,119.1264,97.1631,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1914,3.0,data3,Personal well-being,E07000116,Tunbridge Wells,108.4581,102.2551,111.0713,101.9088,98.54967,,,,,,,,,,,,,,,,,,,,,,E12000008,South East
1928,3.0,data3,Personal well-being,E07000117,Burnley,74.98994,111.6611,96.56887,86.30814,103.8796,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1942,3.0,data3,Personal well-being,E07000118,Chorley,101.9125,107.7754,109.8324,115.8659,108.6725,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1956,3.0,data3,Personal well-being,E07000119,Fylde,116.8167,112.0533,114.7474,131.4803,133.2073,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1970,3.0,data3,Personal well-being,E07000120,Hyndburn,90.98145,103.6987,106.2725,110.2614,86.31268,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1984,3.0,data3,Personal well-being,E07000121,Lancaster,96.15876,91.56513,101.5264,102.0314,89.46291,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
1998,3.0,data3,Personal well-being,E07000122,Pendle,107.8999,104.4688,92.29121,92.00095,124.0486,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2012,3.0,data3,Personal well-being,E07000123,Preston,77.39119,90.4691,101.313,118.4535,106.3456,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2026,3.0,data3,Personal well-being,E07000124,Ribble Valley,90.244,110.1611,127.8233,129.2447,114.9414,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2040,3.0,data3,Personal well-being,E07000125,Rossendale,110.1566,99.78647,110.5517,108.3195,87.67841,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2054,3.0,data3,Personal well-being,E07000126,South Ribble,108.1251,106.0852,111.0889,93.36199,97.06475,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2068,3.0,data3,Personal well-being,E07000127,West Lancashire,81.94372,96.83993,102.6136,106.2393,97.84868,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2082,3.0,data3,Personal well-being,E07000128,Wyre,97.34129,107.4452,105.6598,107.6103,104.6806,,,,,,,,,,,,,,,,,,,,,,E12000002,North West
2096,3.0,data3,Personal well-being,E07000129,Blaby,99.31529,104.7737,120.4831,105.5664,97.74604,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2110,3.0,data3,Personal well-being,E07000130,Charnwood,109.3604,104.0657,112.683,117.3144,114.8499,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2124,3.0,data3,Personal well-being,E07000131,Harborough,108.6019,118.9456,108.264,100.1989,94.68494,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2138,3.0,data3,Personal well-being,E07000132,Hinckley and Bosworth,108.7524,108.1363,101.7538,99.64923,92.25284,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2152,3.0,data3,Personal well-being,E07000133,Melton,107.691,106.5387,101.1701,99.39366,130.371,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2166,3.0,data3,Personal well-being,E07000134,North West Leicestershire,109.3931,105.7884,99.44547,122.1382,104.5606,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2180,3.0,data3,Personal well-being,E07000135,Oadby and Wigston,118.9722,120.6666,100.7906,106.5641,95.75017,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2194,3.0,data3,Personal well-being,E07000136,Boston,93.80249,104.0638,92.15587,118.3028,107.2478,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2208,3.0,data3,Personal well-being,E07000137,East Lindsey,105.7189,117.6328,100.3144,107.5402,111.1521,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2222,3.0,data3,Personal well-being,E07000138,Lincoln,109.0972,96.11018,114.869,84.77081,79.10823,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2236,3.0,data3,Personal well-being,E07000139,North Kesteven,124.9213,111.9265,113.7008,99.29261,115.4938,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2250,3.0,data3,Personal well-being,E07000140,South Holland,104.5673,91.62575,82.26376,107.2966,106.0716,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
2264,3.0,data3,Personal well-being,E07000141,South Kesteven,102.7846,108.8088,109.0623,107.2158,106.9546,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands
